CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,URI
Silverline Ventures LLP,01000396,,,235 Victoria Road,,Bristol,,United Kingdom,B3 3YA,Private Limited Company,Active,United Kingdom,,23/06/2019,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000396
Pinnacle Properties LLP,01000397,,,118 Station Road,,Liverpool,,United Kingdom,L1 7EX,Private Limited Company,Dissolved,United Kingdom,,09/11/1992,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000397
Kingsway Assets 30 PLC,01000398,,,38 Victoria Road,,Bristol,,United Kingdom,G2 6XN,Private Limited Company,Active,United Kingdom,,07/01/2004,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000398
Longacre Group LIMITED,01000399,,,235 Mill Lane,,Leeds,,United Kingdom,SE1 4HA,Private Limited Company,Active,United Kingdom,,14/11/2023,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000399
Blackwater Investments LLP,01000400,,,193 High Street,,Glasgow,,United Kingdom,G2 5HY,Private Limited Company,Dissolved,United Kingdom,,22/10/2020,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000400
Thornbury Ventures LLP,01000401,,,140 Bridge Street,,Cardiff,,United Kingdom,EC1V 5DP,Private Limited Company,Dissolved,United Kingdom,,20/01/2016,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000401
Aldgate Assets 2 LIMITED,01000402,,,161 Park View,,Cardiff,,United Kingdom,N1 3PD,Private Limited Company,Dissolved,United Kingdom,,02/09/2011,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000402
Aldgate Resources PLC,01000403,,,54 Mill Lane,,Liverpool,,United Kingdom,B3 1JQ,Private Limited Company,Active,United Kingdom,,13/02/2023,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000403
Pinnacle Investments LTD,01000404,,,225 Victoria Road,,Manchester,,United Kingdom,SW1A 5FA,Private Limited Company,Active,United Kingdom,,23/12/1991,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000404
Beaconsfield Resources PLC,01000405,,,198 Queens Road,,Glasgow,,United Kingdom,CF10 6GA,Private Limited Company,Liquidation,United Kingdom,,10/09/2017,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000405
Gatehouse Group LLP,SC1000406,,,23 Kings Avenue,,Glasgow,,United Kingdom,M1 1TU,Private Limited Company,Active,United Kingdom,,11/04/2024,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/SC1000406
Crestwood Investments LLP,SC1000407,,,84 High Street,,Glasgow,,United Kingdom,EH1 2UF,Private Limited Company,Active,United Kingdom,,12/10/2011,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/SC1000407
Ashcroft Investments LIMITED,01000408,,,21 High Street,,Glasgow,,United Kingdom,N1 5LE,Private Limited Company,Active,United Kingdom,,18/02/2000,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000408
Beaconsfield Resources LTD,01000409,,,220 Victoria Road,,Edinburgh,,United Kingdom,SW1A 3HE,Private Limited Company,Active,United Kingdom,,16/10/2006,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000409
Marlborough Capital LIMITED,01000410,,,221 Park View,,Edinburgh,,United Kingdom,L1 9NF,Private Limited Company,Active,United Kingdom,,07/10/1999,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000410
Ashcroft Trading LLP,01000411,,,240 Church Lane,,Leeds,,United Kingdom,EC1V 2GL,Private Limited Company,Dissolved,United Kingdom,,14/11/2010,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000411
Kingsway Properties LIMITED,01000412,,,249 Kings Avenue,,Glasgow,,United Kingdom,M1 5GY,Private Limited Company,Active,United Kingdom,,15/11/2023,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000412
Marlborough Partners PLC,01000413,,,202 Church Lane,,Glasgow,,United Kingdom,L1 8YY,Private Limited Company,Active,United Kingdom,,28/06/2010,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000413
Ironbridge Enterprises LIMITED,SC1000414,,,67 High Street,,Cardiff,,United Kingdom,S1 9NP,Private Limited Company,Dissolved,United Kingdom,,17/02/1997,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/SC1000414
Sterling Properties LLP,01000415,,,113 Victoria Road,,Leeds,,United Kingdom,S1 5PZ,Private Limited Company,Active,United Kingdom,,08/08/2019,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000415
Meridian Capital 35 LTD,01000416,,,68 Mill Lane,,Liverpool,,United Kingdom,L1 7GR,Private Limited Company,Active,United Kingdom,,07/09/2007,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000416
Sterling Partners LLP,SC1000417,,,70 Mill Lane,,Liverpool,,United Kingdom,EH1 7GR,Private Limited Company,Active,United Kingdom,,11/04/2016,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/SC1000417
Silverline Partners LTD,01000418,,,220 Mill Lane,,Manchester,,United Kingdom,W1D 1GF,Private Limited Company,Active,United Kingdom,,20/10/1997,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000418
Whitehall Trading 35 LTD,01000419,,,37 Kings Avenue,,Birmingham,,United Kingdom,M1 4BR,Private Limited Company,Active,United Kingdom,,24/02/2024,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000419
Sterling Ventures 7 PLC,01000420,,,95 Station Road,,Manchester,,United Kingdom,EH1 4DL,Private Limited Company,Active,United Kingdom,,24/09/2004,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000420
Whitehall Trading LTD,01000421,,,91 Park View,,London,,United Kingdom,CF10 8YX,Private Limited Company,Active,United Kingdom,,14/04/2020,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000421
Harbourview Group LIMITED,01000422,,,248 Kings Avenue,,Liverpool,,United Kingdom,WC2H 5ND,Private Limited Company,Dissolved,United Kingdom,,15/07/2023,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000422
Aldgate Group LLP,01000423,,,90 Bridge Street,,London,,United Kingdom,G2 5EF,Private Limited Company,Dissolved,United Kingdom,,20/10/2015,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000423
Aldgate Resources LLP,01000424,,,80 Church Lane,,Leeds,,United Kingdom,EH1 7EZ,Private Limited Company,Active,United Kingdom,,25/07/1995,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000424
Thornbury Group LTD,01000425,,,22 High Street,,Edinburgh,,United Kingdom,G2 5ES,Private Limited Company,Active,United Kingdom,,18/08/1994,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000425
Kingsway Resources PLC,01000426,,,118 Park View,,Manchester,,United Kingdom,M1 3AQ,Private Limited Company,Active,United Kingdom,,21/09/2024,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000426
Ravensworth Group LLP,01000427,,,33 Kings Avenue,,Birmingham,,United Kingdom,S1 7EQ,Private Limited Company,Active,United Kingdom,,06/10/2022,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000427
Thornbury Properties PLC,01000428,,,182 Mill Lane,,Liverpool,,United Kingdom,M1 3XD,Private Limited Company,Active,United Kingdom,,07/05/1998,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000428
Beaconsfield Properties LIMITED,01000429,,,14 Station Road,,Sheffield,,United Kingdom,CF10 5JJ,Private Limited Company,Active,United Kingdom,,12/11/2012,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000429
Harbourview Management LLP,01000430,,,4 Queens Road,,Manchester,,United Kingdom,EH1 4FS,Private Limited Company,Dissolved,United Kingdom,,26/11/2001,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000430
Beaconsfield Ventures LTD,01000431,,,94 Mill Lane,,Glasgow,,United Kingdom,L1 4GN,Private Limited Company,Active,United Kingdom,,25/08/1994,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000431
Silverline Holdings LIMITED,01000432,,,39 Park View,,Edinburgh,,United Kingdom,CF10 7AU,Private Limited Company,Active,United Kingdom,,27/01/2013,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000432
Fairhaven Assets LLP,01000433,,,246 Park View,,Manchester,,United Kingdom,N1 1XX,Private Limited Company,Active,United Kingdom,,03/05/2022,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000433
Ravensworth Properties LTD,01000434,,,70 Church Lane,,Cardiff,,United Kingdom,G2 7SU,Private Limited Company,Active,United Kingdom,,07/10/2007,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000434
Redwood Management LIMITED,01000435,,,210 Station Road,,Glasgow,,United Kingdom,G2 4FU,Private Limited Company,Active,United Kingdom,,20/11/2010,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000435
Eastbrook Trading LIMITED,01000436,,,208 Church Lane,,Glasgow,,United Kingdom,S1 8FW,Private Limited Company,Active,United Kingdom,,19/10/2001,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000436
Silverline Holdings LTD,01000437,,,48 Manor Way,,Glasgow,,United Kingdom,SW1A 2YL,Private Limited Company,Dissolved,United Kingdom,,14/05/2018,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000437
Camberwell Enterprises LTD,01000438,,,18 Station Road,,Edinburgh,,United Kingdom,W1D 2BW,Private Limited Company,Active,United Kingdom,,07/04/2004,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000438
Eastbrook Holdings LTD,01000439,,,227 Mill Lane,,Edinburgh,,United Kingdom,EH1 7XT,Private Limited Company,Active,United Kingdom,,09/04/2004,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000439
Aldgate Capital LIMITED,01000440,,,125 Church Lane,,Cardiff,,United Kingdom,G2 7HJ,Private Limited Company,Active,United Kingdom,,07/07/2023,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000440
Crestwood Assets LIMITED,01000441,,,148 Park View,,Glasgow,,United Kingdom,G2 4ES,Private Limited Company,Dissolved,United Kingdom,,17/02/1998,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000441
Gatehouse Management LTD,01000442,,,95 Mill Lane,,Edinburgh,,United Kingdom,BS1 3QL,Private Limited Company,Active,United Kingdom,,14/04/1998,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000442
Marlborough Group LIMITED,01000443,,,113 Kings Avenue,,Leeds,,United Kingdom,EH1 3NG,Private Limited Company,Active,United Kingdom,,01/03/1993,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000443
Redwood Group 26 LTD,01000444,,,132 Station Road,,Liverpool,,United Kingdom,CF10 5SP,Private Limited Company,Active,United Kingdom,,21/11/2006,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000444
Meridian Ventures LLP,01000445,,,191 Station Road,,Birmingham,,United Kingdom,L1 6XP,Private Limited Company,Active,United Kingdom,,20/01/1997,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000445
Crestwood Resources LTD,01000446,,,120 Manor Way,,Bristol,,United Kingdom,L1 7DF,Private Limited Company,Active,United Kingdom,,09/04/1996,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000446
Marlborough Investments PLC,01000447,,,200 Station Road,,Birmingham,,United Kingdom,EH1 4PP,Private Limited Company,Active,United Kingdom,,06/11/1993,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000447
Marlborough Enterprises LLP,01000448,,,225 Park View,,Edinburgh,,United Kingdom,SW1A 4NZ,Private Limited Company,Active,United Kingdom,,16/02/2022,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000448
Ravensworth Partners LTD,01000449,,,148 Bridge Street,,Cardiff,,United Kingdom,BS1 4FF,Private Limited Company,Active,United Kingdom,,24/05/1997,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000449
Kingsway Properties PLC,01000450,,,170 Queens Road,,Birmingham,,United Kingdom,N1 9PB,Private Limited Company,Dissolved,United Kingdom,,24/11/1991,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000450
Redwood Trading LIMITED,01000451,,,93 Queens Road,,Edinburgh,,United Kingdom,L1 4DT,Private Limited Company,Active,United Kingdom,,17/11/2021,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000451
Thornbury Properties LTD,01000452,,,218 Church Lane,,Sheffield,,United Kingdom,M1 9ST,Private Limited Company,Active,United Kingdom,,08/12/2019,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000452
Fairhaven Management 12 LIMITED,01000453,,,152 Mill Lane,,Bristol,,United Kingdom,N1 7JZ,Private Limited Company,Active,United Kingdom,,09/07/2014,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000453
Marlborough Trading 16 LIMITED,01000454,,,145 Park View,,Leeds,,United Kingdom,M1 1ZR,Private Limited Company,Active,United Kingdom,,10/08/2020,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000454
Sterling Enterprises LTD,01000455,,,238 Station Road,,London,,United Kingdom,BS1 5YH,Private Limited Company,Active,United Kingdom,,25/10/2015,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000455
Ironbridge Group 5 LIMITED,01000456,,,94 Queens Road,,Cardiff,,United Kingdom,EC1V 1SW,Private Limited Company,Active,United Kingdom,,11/07/1992,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000456
Aldgate Resources LTD,01000457,,,241 Queens Road,,Manchester,,United Kingdom,LS1 9QX,Private Limited Company,Active,United Kingdom,,13/06/2006,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000457
Ludgate Trading 3 LIMITED,01000458,,,241 Queens Road,,Bristol,,United Kingdom,N1 5PA,Private Limited Company,Active,United Kingdom,,20/09/1995,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000458
Ashcroft Group LIMITED,01000459,,,159 Mill Lane,,Sheffield,,United Kingdom,N1 6ZW,Private Limited Company,Active,United Kingdom,,13/09/2009,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000459
Ashcroft Assets LIMITED,01000460,,,41 Mill Lane,,Liverpool,,United Kingdom,LS1 4LL,Private Limited Company,Active,United Kingdom,,15/02/2012,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000460
